"directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","pet","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","maxEducLevel","regSalud","wap","ocu","dsi","pea","inac","totalHoursWorked","formal"
4559880,1,1,1,2,2,0,49,1,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559881,1,1,1,2,6,1,77,1,1,1,6,10,6,1,2e+06,1.2e+07,0,2,0,0,0,0,0,0,1,0,1.2e+07,0,0,2e+06,2.4e+07,2.4e+07,7,1,1,1,0,1,0,10,1
4559881,1,2,1,2,6,0,73,2,1,1,6,5,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+06,3e+06,7,1,1,1,0,1,0,10,0
4559881,1,3,1,2,6,1,47,3,1,1,6,11,1,1,3e+06,0,0,1,0,0,0,0,0,1.5e+07,1,0,0,0,0,3e+06,5e+06,5e+06,7,1,1,1,0,1,0,10,1
4559882,1,2,1,2,3,0,67,2,1,1,5,11,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559882,1,3,1,2,3,1,45,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1254167,7,1,1,1,0,1,0,50,1
4559882,1,1,1,2,3,1,71,1,1,1,5,12,6,1,0,2300000,0,1,0,0,0,504000,0,0,1,42000,2300000,0,0,0,2342000,2342000,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559883,1,1,1,2,3,0,81,1,1,1,5,11,4,1,9e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,9e+05,9e+05,9e+05,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559883,1,3,1,2,3,0,26,4,1,1,6,2,1,2,0,0,0,1,0,0,0,0,90000,0,1,0,0,0,0,0,1075000,1075000,7,1,1,1,0,1,0,48,1
4559883,1,6,1,2,3,1,29,4,1,1,4,9,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1500000,5,1,1,1,0,1,0,30,0
4559883,1,2,1,2,3,0,52,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,750000,750000,6,1,1,1,0,1,0,40,0
4559883,1,5,1,2,3,1,31,4,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,1e+06,1,0,0,0,0,0,932786.333333333,932786.333333333,6,1,1,1,0,1,0,48,1
4559883,1,4,1,2,3,1,22,4,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,160000,160000,7,1,1,1,0,1,0,20,0
4559884,1,2,1,2,3,0,34,2,1,2,6,6,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4559884,1,1,1,2,3,1,37,1,1,2,6,0,1,1,3e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3e+05,3600000,3600000,7,2,1,1,0,1,0,60,1
4559885,1,2,1,2,6,0,54,2,1,1,6,5,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559885,1,3,1,2,6,1,29,3,1,1,6,13,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5450000,5450000,7,1,1,1,0,1,0,40,1
4559885,1,4,1,2,6,1,27,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3250000,3250000,7,1,1,1,0,1,0,45,1
4559886,1,1,1,2,3,1,62,1,1,1,4,7,1,1,1e+06,690000,0,2,0,0,0,0,0,0,1,0,690000,0,0,1e+06,1990000,1990000,5,1,1,1,0,1,0,30,1
4559886,1,2,1,2,3,0,61,2,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559887,1,2,1,2,3,0,53,3,1,1,5,11,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,80000,80000,6,1,1,1,0,1,0,24,0
4559887,1,1,1,2,3,1,81,1,1,1,5,11,6,1,1e+06,1950000,0,2,0,0,0,0,0,0,1,0,1950000,0,0,1e+06,2950000,2950000,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559888,1,2,1,2,3,0,46,2,1,1,6,5,1,1,0,687493,0,2,0,0,0,0,0,0,1,0,687493,0,0,0,687493,687493,7,1,1,1,0,1,0,40,1
4559888,1,1,1,2,3,1,55,1,1,1,4,9,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,750000,750000,5,1,1,1,0,1,0,50,0
4559889,1,3,1,2,2,1,19,3,1,3,4,9,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,70000,70000,5,3,1,1,0,1,0,15,0
4559889,1,2,1,2,2,1,48,2,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1300000,1300000,7,1,1,1,0,1,0,48,1
4559889,1,1,1,2,2,0,40,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,9e+05,0,1,0,0,0,0,0,930929.416666667,930929.416666667,6,1,1,1,0,1,0,48,1
4559890,1,2,1,2,6,0,59,2,1,1,6,5,1,1,0,8e+07,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6500000,7380000,7,1,1,1,0,1,0,40,1
4559890,1,5,1,2,6,0,47,6,1,1,3,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1342908.66666667,1342908.66666667,3,1,1,1,0,1,0,48,0
4559890,1,4,1,2,6,0,28,9,1,1,6,5,1,2,0,0,0,1,0,0,0,0,2e+05,0,1,0,0,0,0,0,2166666.66666667,2166666.66666667,7,1,1,1,0,1,0,40,1
4559890,1,1,1,2,6,1,56,1,1,1,6,7,1,1,2e+06,1400000,0,2,0,0,0,0,0,0,1,0,1400000,0,0,2e+06,10400000,10400000,7,1,1,1,0,1,0,40,1
4559890,1,3,1,2,6,0,25,3,2,1.38606565221552,6,4,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4559891,1,1,1,2,2,0,44,1,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1200000,1200000,7,1,1,1,0,1,0,40,1
4559891,1,2,1,2,2,1,41,2,1,3,5,11,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4559891,1,3,1,2,2,0,21,3,1,3,6,4,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4559892,1,1,1,2,3,1,57,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2500000,2500000,6,1,1,1,0,1,0,60,0
4559892,1,2,1,2,3,0,45,2,1,1,5,10,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,40000,40000,6,1,1,1,0,1,0,18,0
4559892,1,3,1,2,3,1,20,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,6,1,1,1,0,1,0,36,0
4559893,1,1,1,2,2,0,63,1,1,3,3,5,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,240000,240000,4,3,1,1,0,1,0,20,0
4559894,1,1,1,2,3,1,50,1,1,1,4,9,6,2,0,0,0,1,0,0,0,0,0,1200000,1,0,0,0,0,0,1609000,1609000,5,1,1,1,0,1,0,72,1
4559894,1,2,1,2,3,0,48,2,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559895,1,1,1,2,6,0,67,1,1,2,6,7,6,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2640000,7,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4559896,1,2,1,2,3,0,63,2,1,1,5,11,6,1,0,659000,0,2,0,0,0,0,0,0,1,0,659000,0,0,0,659000,659000,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559896,1,1,1,2,3,1,62,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1008806.66666667,1008806.66666667,6,1,1,1,0,1,0,54,1
4559896,1,3,1,2,3,0,27,3,1,1,6,3,1,2,0,0,0,1,0,0,0,0,150000,0,1,0,0,0,0,0,1565473.33333333,1565473.33333333,7,1,1,1,0,1,0,48,1
4559897,1,1,1,2,3,0,38,1,1,3,3,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,3,3,1,1,0,1,0,36,0
4559898,1,1,1,2,3,0,83,1,1,1,5,11,6,1,0,1500000,0,2,0,0,0,0,0,0,1,0,1500000,0,0,0,1500000,1500000,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559899,1,1,1,2,3,0,43,1,1,3,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,7,3,1,1,0,1,0,60,0
4559900,1,2,1,2,6,0,75,2,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4e+06,4e+06,7,1,1,1,0,1,0,40,0
4559900,1,1,1,2,6,1,74,1,1,1,6,5,6,1,0,2500000,0,2,0,0,0,0,0,0,1,0,2500000,0,0,0,2500000,2500000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559901,1,2,1,2,3,1,47,2,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1038000,1038000,6,3,1,1,0,1,0,60,0
4559901,1,1,1,2,3,0,43,1,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1085908.66666667,1085908.66666667,6,3,1,1,0,1,0,42,0
4559901,1,3,1,2,3,1,18,3,1,3,6,2,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4559902,1,2,1,2,3,0,68,2,1,1,5,12,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559902,1,1,1,2,3,1,69,1,1,1,6,4,1,1,0,1400000,0,1,0,0,0,0,2100000,0,1,0,1400000,0,0,0,3675000,3675000,7,1,1,1,0,1,0,42,1
4559902,1,3,1,2,3,0,30,3,1,1,6,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3800000,3800000,7,1,1,1,0,1,0,48,1
4559903,1,1,1,2,3,1,21,1,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,929473.333333333,929473.333333333,7,1,1,1,0,1,0,48,1
4559903,1,2,1,2,3,1,45,9,1,1,6,2,1,2,0,0,0,1,0,0,0,0,960000,0,1,0,0,0,0,0,838333.333333333,838333.333333333,7,1,1,1,0,1,0,48,1
4559904,1,2,1,2,3,0,32,3,1,2,6,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1187500,7,2,1,1,0,1,0,48,1
4559904,1,1,1,2,3,0,60,1,1,1,6,5,1,1,0,6e+06,0,2,0,0,0,0,0,0,1,0,6e+06,0,0,0,6700000,6700000,7,1,1,1,0,1,0,30,1
4559904,1,3,1,2,3,1,32,9,1,2,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1e+06,6,2,1,1,0,1,0,48,1
4559905,1,1,1,2,3,1,66,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6e+05,6,1,1,1,0,1,0,65,0
4559905,1,2,1,2,3,0,60,2,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1566544.33333333,1566544.33333333,6,1,1,1,0,1,0,45,1
4559906,1,2,1,2,3,0,78,2,1,1,3,2,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559906,1,3,1,2,3,1,40,3,1,1,6,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2600000,2600000,7,1,1,1,0,1,0,48,1
4559906,1,1,1,2,3,1,69,1,1,1,4,6,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559907,1,1,1,2,3,0,65,1,1,1,6,5,4,1,0,687492,0,2,0,0,0,0,0,0,1,0,687492,0,0,0,687492,687492,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559907,1,2,1,2,3,1,26,3,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,888211,888211,7,1,1,1,0,1,0,48,1
4559908,1,1,1,2,3,0,34,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,80000,0,1,0,0,0,0,0,1167140,1167140,6,1,1,1,0,1,0,48,1
4559908,1,2,1,2,3,1,24,9,1,1,5,10,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,871140,871140,6,1,1,1,0,1,0,48,1
4559908,1,3,1,2,3,1,47,9,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1500000,1500000,6,1,1,1,0,1,0,84,1
4559909,1,1,1,2,3,1,42,1,1,1,6,6,1,2,0,0,0,1,0,0,0,0,180000,0,1,0,0,0,0,0,2491666.66666667,2491666.66666667,7,1,1,1,0,1,0,30,1
4559909,1,2,1,2,3,0,41,2,1,1,6,7,1,2,0,0,0,1,0,0,0,0,390000,0,1,0,0,0,0,0,4573333.33333333,4573333.33333333,7,1,1,1,0,1,0,48,1
4559910,1,2,1,2,3,0,32,2,1,2,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1991666.66666667,1991666.66666667,7,2,1,1,0,1,0,75,1
4559910,1,1,1,2,3,1,28,1,1,2,6,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3756666.66666667,3756666.66666667,7,2,1,1,0,1,0,90,1
4559911,1,1,1,2,3,1,39,1,1,1,6,5,1,2,0,0,0,1,0,0,0,0,2e+06,0,1,0,0,0,0,0,2195666.66666667,2195666.66666667,7,1,1,1,0,1,0,48,1
4559911,1,2,1,2,3,0,34,2,1,1,6,5,1,2,0,0,0,1,0,0,0,0,2e+06,0,1,0,0,0,0,0,2195666.66666667,2195666.66666667,7,1,1,1,0,1,0,48,1
4559912,1,2,1,2,3,1,50,3,1,3,4,8,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+05,3e+05,5,3,1,1,0,1,0,40,0
4559912,1,1,1,2,3,1,77,1,1,1,5,11,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3e+05,6,1,1,1,0,1,0,24,0
4559912,1,3,1,2,3,1,48,3,1,1,6,8,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3900000,7,1,1,1,0,1,0,45,1
4559913,1,3,1,2,3,1,29,3,1,1,6,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,781242,781242,7,1,1,1,0,1,0,48,1
4559913,1,2,1,2,3,1,34,3,1,1,6,8,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+07,1e+07,7,1,1,1,0,1,0,84,1
4559914,1,4,1,2,5,0,22,3,1,3,6,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4559914,1,2,1,2,5,0,53,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,1200000,1,0,0,0,0,0,871901,871901,6,1,1,1,0,1,0,48,1
4559914,1,1,1,2,5,1,57,1,1,1,4,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,781242,781242,5,1,1,1,0,1,0,50,0
4559914,1,3,1,2,5,1,32,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,120000,0,1,0,0,0,0,0,2386666.66666667,2386666.66666667,7,1,1,1,0,1,0,55,1
4559914,1,5,1,2,5,0,19,3,1,1,6,2,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559914,1,6,1,2,5,0,19,3,1,1,6,2,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559915,1,1,1,2,1,1,61,1,1,3,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1080000,1080000,4,3,1,1,0,1,0,48,0
4559915,1,3,1,2,1,1,35,3,2,1.38606565221552,1,0,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,150000,150000,1,1.37731148797547,1,1,0,1,0,8,0
4559916,1,2,1,2,1,0,46,2,1,3,4,6,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1081242,1081242,5,3,1,1,0,1,0,24,0
4559917,1,1,1,2,3,1,50,1,1,1,5,11,6,2,0,0,0,1,0,0,0,0,90000,0,1,0,0,0,0,0,930929.416666667,930929.416666667,6,1,1,1,0,1,0,48,1
4559917,1,2,1,2,3,0,40,2,1,1,6,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1130929.41666667,1130929.41666667,7,1,1,1,0,1,0,72,1
4559917,1,3,1,2,3,1,19,3,1,1,6,1,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,7,1,1,1,0,1,0,48,0
4559918,1,1,1,2,1,1,26,1,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,6,3,1,1,0,1,0,40,0
4559918,1,2,1,2,1,0,23,2,1,3,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4559919,1,1,1,2,3,1,33,1,1,2,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2118333.33333333,2118333.33333333,6,2,1,1,0,1,0,56,1
4559919,1,2,1,2,3,0,38,2,1,1,6,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4875000,4875000,7,1,1,1,0,1,0,43,1
4559920,1,1,1,2,3,1,38,1,2,1.38606565221552,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,6,1.37731148797547,1,1,0,1,0,48,0
4559920,1,2,1,2,3,0,23,5,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1780000,1780000,7,1,1,1,0,1,0,72,0
4559920,1,4,1,2,3,1,28,9,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,6,3,1,1,0,1,0,16,0
4559920,1,3,1,2,3,0,20,5,1,1,4,9,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,856000,856000,5,1,1,1,0,1,0,8,0
4559921,1,1,1,2,4,0,42,1,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+06,3e+06,7,1,1,1,0,1,0,20,1
4559922,1,1,1,2,1,0,29,1,1,3,3,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,3,3,1,1,0,1,0,35,0
4559923,1,2,1,2,6,1,24,5,1,1,6,7,3,2,0,0,0,1,0,0,0,0,0,5e+05,1,0,0,0,0,0,1171544.33333333,1171544.33333333,7,1,1,1,0,1,0,35,1
4559923,1,1,1,2,6,1,56,1,1,1,6,10,1,2,0,0,0,1,0,0,0,1e+07,0,0,1,833333.333333333,0,0,0,0,20833333.3333333,20833333.3333333,7,1,1,1,0,1,0,50,1
4559924,1,1,1,2,1,1,63,1,1,1,5,11,6,1,0,687492,0,2,0,0,0,0,0,0,1,0,687492,0,0,0,687492,687492,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559924,1,2,1,2,1,0,61,2,1,1,3,5,1,2,0,0,0,1,0,0,0,0,120000,0,1,0,0,0,0,0,952619.666666667,952619.666666667,4,1,1,1,0,1,0,48,1
4559925,1,2,1,2,3,1,21,3,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,720000,6,1,1,1,0,1,0,6,0
4559925,1,1,1,2,3,1,60,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,6,1,1,1,0,1,0,35,0
4559926,1,2,1,2,1,0,25,2,1,1,4,8,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1372211,1372211,5,1,1,1,0,1,0,84,1
4559927,1,2,1,2,3,1,19,3,1,1,5,11,2,2,0,0,0,1,0,0,0,0,0,260000,1,0,0,0,0,0,750000,750000,6,1,1,1,0,1,0,12,1
4559927,1,1,1,2,3,0,41,1,1,1,6,2,1,1,450000,0,0,1,0,0,0,0,82512,0,1,0,0,0,0,450000,1411953,1411953,7,1,1,1,0,1,0,48,1
4559928,1,2,1,2,3,1,20,3,1,1,6,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+05,3e+05,7,1,1,1,0,1,0,12,0
4559928,1,1,1,2,3,0,44,1,2,1.38606565221552,6,5,1,2,0,0,0,1,0,0,0,0,0,5e+05,1,0,0,0,0,0,2e+06,2e+06,7,1.37731148797547,1,1,0,1,0,20,0
4559929,1,1,1,2,3,1,51,1,1,2,6,6,1,1,0,3600000,0,2,0,0,0,0,0,0,1,0,3600000,0,0,0,3600000,4700000,7,2,1,1,0,1,0,15,1
4559930,1,1,1,2,2,1,25,1,1,3,5,11,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,6,3,1,1,0,1,0,20,0
4559930,1,4,1,2,2,0,37,5,1,3,4,9,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4559931,1,2,1,2,4,0,50,2,1,1,6,3,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559931,1,3,1,2,4,0,27,3,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1562500,1562500,7,1,1,1,0,1,0,48,1
4559931,1,1,1,2,4,1,52,1,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5e+06,5e+06,7,1,1,1,0,1,0,48,0
4559931,1,4,1,2,4,1,24,3,2,1.38606565221552,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,6,1.37731148797547,1,1,0,1,0,20,0
4559932,1,1,1,2,3,0,56,1,1,1,6,5,6,1,1800000,1200000,0,2,0,0,0,0,0,0,1,0,1200000,0,0,1800000,3e+06,3e+06,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559932,1,2,1,2,3,0,25,3,1,1,6,5,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559933,1,1,1,2,3,1,22,1,1,3,6,2,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+05,1e+05,7,3,1,1,0,1,0,20,0
4559934,1,1,1,2,2,0,71,1,1,1,3,1,6,1,580000,7e+05,0,2,0,0,0,0,0,0,1,0,7e+05,0,0,580000,1280000,1280000,3,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559935,1,1,1,2,3,0,49,1,1,1,5,11,1,1,8e+05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8e+05,2047908.66666667,2047908.66666667,6,1,1,1,0,1,0,90,0
4559935,1,2,1,2,3,1,54,2,1,1,3,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1181242,1181242,3,1,1,1,0,1,0,84,0
4559935,1,3,1,2,3,0,49,9,1,1,3,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1247908.66666667,1247908.66666667,4,1,1,1,0,1,0,84,0
4559936,1,1,1,2,3,1,44,1,1,1,6,7,1,1,2e+06,0,0,1,0,0,0,2.4e+07,428000,0,1,2e+06,0,0,0,2e+06,10208333.3333333,10208333.3333333,7,1,1,1,0,1,0,48,1
4559936,1,2,1,2,3,0,41,2,1,1,4,9,1,2,0,0,0,1,0,0,0,0,153000,0,1,0,0,0,0,0,1259090,1259090,5,1,1,1,0,1,0,48,1
4559936,1,3,1,2,3,0,23,3,1,1,6,4,1,2,0,0,0,1,0,0,0,0,840000,0,1,0,0,0,0,0,7526833.33333333,7526833.33333333,7,1,1,1,0,1,0,48,1
4559936,1,4,1,2,3,1,19,3,1,1,6,2,1,2,0,0,0,1,0,0,0,0,80000,0,1,0,0,0,0,0,864166.666666667,864166.666666667,7,1,1,1,0,1,0,35,1
4559936,1,5,1,2,3,0,49,5,1,2,6,8,1,1,4020000,0,0,1,0,0,0,0,220000,0,1,0,0,0,0,4020000,6413750,6413750,7,2,1,1,0,1,0,33,1
4559937,1,1,1,2,2,1,50,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,930286.333333333,930286.333333333,6,1,1,1,0,1,0,48,1
4559937,1,2,1,2,2,0,47,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,926119.666666667,926119.666666667,6,1,1,1,0,1,0,40,1
4559937,1,3,1,2,2,0,25,3,1,1,6,2,4,2,0,0,0,1,4200000,0,0,0,0,0,1,0,0,350000,0,0,350000,350000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559938,1,1,1,2,3,0,38,1,1,1,6,7,1,2,0,0,0,1,0,0,0,0,150000,0,1,0,0,0,0,0,991119.666666667,991119.666666667,7,1,1,1,0,1,0,24,1
4559940,1,1,1,2,2,1,22,1,1,3,5,10,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,350000,350000,6,3,1,1,0,1,0,48,0
4559940,1,2,1,2,2,1,21,9,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,869453,869453,6,1,1,1,0,1,0,48,1
4559941,1,1,1,2,2,1,27,1,1,1,6,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1305311,1305311,7,1,1,1,0,1,0,48,1
4559941,1,2,1,2,2,0,23,2,1,1,6,2,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4559942,1,1,1,2,3,1,53,1,1,1,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,7,1,1,1,0,1,0,60,0
4559942,1,2,1,2,3,0,24,2,1,1,6,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2e+06,2e+06,7,1,1,1,0,1,0,48,1
