"directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","pet","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","maxEducLevel","regSalud","wap","ocu","dsi","pea","inac","totalHoursWorked","formal"
4782392,1,1,1,12,3,0,48,1,2,1.38606565221552,4,9,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,910000,910000,5,1.37731148797547,1,1,0,1,0,48,0
4782392,1,2,1,12,3,0,23,3,2,1.38606565221552,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,6,1.37731148797547,1,1,0,1,0,80,0
4782392,1,3,1,12,3,1,33,9,2,1.38606565221552,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,7,1.37731148797547,1,1,0,1,0,48,0
4782393,1,2,1,12,3,1,31,3,1,1,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2100000,2100000,7,1,1,1,0,1,0,40,1
4782393,1,3,1,12,3,0,30,3,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2900000,2900000,7,1,1,1,0,1,0,45,1
4782394,1,1,1,12,3,1,27,1,2,1.38606565221552,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,7,1.37731148797547,1,1,0,1,0,48,0
4782396,1,2,1,12,3,0,39,2,1,1,6,5,1,2,0,0,0,1,0,0,0,0,0,4e+06,1,0,0,0,0,0,3e+06,3e+06,7,1,1,1,0,1,0,40,1
4782397,1,1,1,12,3,0,52,1,1,1,6,2,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,7,1,1,1,0,1,0,24,1
4782400,1,1,1,12,3,1,74,1,1,1,3,4,6,1,1e+06,0,0,1,2e+06,0,0,0,0,0,1,0,0,166666.666666667,0,1e+06,1166666.66666667,1166666.66666667,3,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782400,1,2,1,12,3,0,70,2,1,1,3,5,4,2,0,0,0,1,1e+06,0,0,0,0,0,1,0,0,83333.3333333333,0,0,83333.3333333333,83333.3333333333,4,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782400,1,3,1,12,3,0,36,9,1,1,5,11,1,2,0,0,0,1,8e+05,0,0,0,2e+05,0,1,0,0,66666.6666666667,0,0,1336666.66666667,1336666.66666667,6,1,1,1,0,1,0,69,1
4782401,1,1,1,12,3,1,40,1,1,1,6,5,1,1,650000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,650000,4650000,4650000,7,1,1,1,0,1,0,84,1
4782401,1,2,1,12,3,0,25,2,2,1.38606565221552,5,11,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4782401,1,3,1,12,3,0,61,5,1,1,5,11,4,1,1e+06,4e+06,0,2,0,0,0,0,0,0,1,0,4e+06,0,0,1e+06,5e+06,5e+06,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782402,1,1,1,12,3,1,60,1,1,2,6,4,4,1,0,781242,0,2,0,0,0,0,0,0,1,0,781242,0,0,0,781242,781242,7,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4782402,1,2,1,12,3,0,25,3,2,1.38606565221552,6,2,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4782403,1,1,1,12,4,0,78,1,1,1,6,7,4,1,0,2250000,0,2,0,0,0,0,0,0,1,0,2250000,0,0,0,2250000,2250000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782404,1,1,1,12,3,1,62,1,1,2,6,3,6,1,0,9e+05,0,2,0,0,0,0,0,0,1,0,9e+05,0,0,0,1200000,1200000,7,2,1,1,0,1,0,25,1
4782405,1,1,1,12,3,1,64,1,1,1,4,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2340000,2340000,5,1,1,1,0,1,0,43,0
4782405,1,2,1,12,3,0,52,2,1,1,4,7,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782405,1,3,1,12,3,0,33,3,1,1,6,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2300000,2300000,7,1,1,1,0,1,0,50,1
4782406,1,1,1,12,3,0,48,1,2,1.38606565221552,6,5,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+05,1e+05,7,1.37731148797547,1,1,0,1,0,11,0
4782406,1,2,1,12,3,0,41,5,1,2,6,5,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3985000,3985000,7,2,1,1,0,1,0,40,1
4782406,1,3,1,12,3,1,39,5,1,3,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7e+05,850000,7,3,1,1,0,1,0,72,0
4782407,1,1,1,12,2,1,30,1,1,1,6,5,1,2,0,0,0,1,0,0,0,0,80000,0,1,0,0,0,0,0,1060711,1060711,7,1,1,1,0,1,0,48,1
4782408,1,1,1,12,3,1,55,1,1,1,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+05,3e+05,4,1,1,1,0,1,0,42,0
4782408,1,2,1,12,3,0,51,2,1,1,3,5,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,959786.333333333,959786.333333333,4,1,1,1,0,1,0,24,1
4782409,1,1,1,12,2,1,81,1,1,3,3,3,4,1,9e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,9e+05,9e+05,9e+05,3,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4782409,1,2,1,12,2,0,75,2,1,3,3,3,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4782411,1,1,1,12,3,0,41,1,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,869453,869453,7,1,1,1,0,1,0,60,1
4782411,1,2,1,12,3,0,21,3,1,1,6,4,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782412,1,1,1,12,2,0,40,1,1,1,5,11,1,1,0,0,150000,2,0,0,0,0,0,0,1,0,0,150000,0,0,1470666.66666667,1470666.66666667,6,1,1,1,0,1,0,48,1
4782414,1,1,1,12,2,1,67,1,1,1,4,9,1,1,0,687492,0,2,0,0,0,0,0,0,1,0,687492,0,0,0,1087492,1087492,5,1,1,1,0,1,0,48,1
4782415,1,1,1,12,3,1,88,1,1,2,3,5,6,1,5e+05,781242,0,2,0,0,0,0,0,0,1,0,781242,0,0,5e+05,1281242,1281242,4,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4782415,1,2,1,12,3,0,84,2,1,2,3,5,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4782416,1,1,1,12,2,1,39,1,1,1,4,7,1,1,0,0,2e+05,2,0,0,0,0,0,0,1,0,0,2e+05,0,0,1081119.66666667,1081119.66666667,5,1,1,1,0,1,0,48,1
4782416,1,2,1,12,2,1,20,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,781242,781242,6,1,1,1,0,1,0,48,0
4782417,1,1,1,12,3,1,22,1,1,1,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,986077.666666667,986077.666666667,4,1,1,1,0,1,0,48,1
4782417,1,2,1,12,3,0,22,2,1,1,4,9,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,980000,980000,5,1,1,1,0,1,0,56,0
4782418,1,1,1,12,2,0,56,1,1,3,3,5,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,420000,420000,4,3,1,1,0,1,0,27,0
4782419,1,1,1,12,4,1,55,1,1,1,6,3,1,1,2e+06,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2e+06,6225000,6225000,7,1,1,1,0,1,0,45,1
4782419,1,2,1,12,4,0,49,2,1,1,6,6,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3033333.33333333,3033333.33333333,7,1,1,1,0,1,0,53,1
4782419,1,3,1,12,4,1,19,3,1,1,6,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782420,1,1,1,12,3,0,52,1,1,1,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1236666.66666667,1236666.66666667,7,1,1,1,0,1,0,40,1
4782420,1,2,1,12,3,0,19,3,1,1,5,11,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782421,1,1,1,12,2,1,39,1,1,3,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,960000,960000,4,3,1,1,0,1,0,72,0
4782421,1,2,1,12,2,0,27,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,745000,1500000,1,0,0,0,0,0,985203,985203,6,1,1,1,0,1,0,48,1
4782422,1,1,1,12,3,0,44,1,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,6,3,1,1,0,1,0,48,0
4782423,1,1,1,12,2,1,57,1,1,1,5,10,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1056544.33333333,1056544.33333333,6,1,1,1,0,1,0,48,1
4782423,1,2,1,12,2,0,53,2,1,1,3,5,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,270000,270000,4,1,1,1,0,1,0,40,0
4782424,1,1,1,12,2,1,28,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1200000,1200000,6,1,1,1,0,1,0,60,1
4782424,1,2,1,12,2,0,29,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,90000,0,1,0,0,0,0,0,1159943,1159943,6,1,1,1,0,1,0,48,1
4782425,1,1,1,12,2,1,45,1,1,1,5,11,1,1,9e+05,0,0,1,0,0,0,0,90000,0,1,0,0,0,0,9e+05,2712743,2712743,6,1,1,1,0,1,0,57,1
4782425,1,2,1,12,2,0,40,2,1,1,5,11,1,1,8e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,8e+05,1300000,1300000,6,1,1,1,0,1,0,60,0
4782425,1,3,1,12,2,0,18,3,1,1,6,1,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,0,1,0,24,0
4782426,1,1,1,12,2,0,33,1,2,1.38606565221552,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1020000,1020000,6,1.37731148797547,1,1,0,1,0,72,0
4782428,1,1,1,12,3,1,39,1,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3800000,3800000,7,1,1,1,0,1,0,35,0
4782428,1,2,1,12,3,0,37,2,1,1,6,5,6,2,0,0,0,1,0,0,0,0,0,2104000,1,0,0,0,0,0,1496544.33333333,1496544.33333333,7,1,1,1,0,1,0,40,1
4782429,1,1,1,12,2,0,69,1,1,1,3,5,6,1,1200000,687492,0,2,0,0,0,0,0,0,1,0,687492,0,0,1200000,1887492,1887492,4,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782429,1,2,1,12,2,1,78,2,1,1,3,5,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782429,1,4,1,12,2,1,22,4,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,890286,7,1,1,1,0,1,0,48,1
4782429,1,5,1,12,2,0,27,3,1,1,6,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,955000,7,1,1,1,0,1,0,48,1
4782430,1,1,1,12,3,1,26,1,1,1,6,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2700000,2700000,7,1,1,1,0,1,0,50,1
4782430,1,2,1,12,3,1,27,5,1,1,6,2,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782430,1,3,1,12,3,0,72,5,1,1,4,9,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782431,1,1,1,12,4,1,50,1,2,1.38606565221552,5,11,1,1,5e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5e+05,3e+06,3e+06,6,1.37731148797547,1,1,0,1,0,36,0
4782432,1,1,1,12,2,1,30,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1604877.66666667,1904877.66666667,6,1,1,1,0,1,0,60,1
4782432,1,2,1,12,2,0,25,2,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782433,1,1,1,12,4,1,40,1,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+07,1e+07,7,1,1,1,0,1,0,50,1
4782434,1,1,1,12,3,1,48,1,1,2,6,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2950966.66666667,3430966.66666667,7,2,1,1,0,1,0,50,1
4782434,1,2,1,12,3,0,36,2,1,1,6,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1148377.66666667,1148377.66666667,7,1,1,1,0,1,0,30,1
4782435,1,1,1,12,3,0,76,1,1,3,3,5,4,2,0,0,0,1,4800000,0,1440000,0,0,0,1,0,0,4e+05,120000,0,520000,520000,4,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4782436,1,1,1,12,3,1,44,1,2,1.38606565221552,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,150000,150000,3,1.37731148797547,1,1,0,1,0,30,0
4782436,1,2,1,12,3,0,38,2,2,1.38606565221552,4,6,1,1,150000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,150000,4e+05,4e+05,5,1.37731148797547,1,1,0,1,0,63,0
4782439,1,1,1,12,3,0,42,1,1,1,5,11,4,1,5e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5e+05,5e+05,5e+05,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4782439,1,2,1,12,3,0,23,3,1,1,6,5,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,0,1,0,8,0
4785181,1,1,1,12,1,1,29,1,1,1,4,8,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,997556.5,997556.5,5,1,1,1,0,1,0,48,1
4785182,1,1,1,12,4,1,56,1,1,1,6,3,6,1,3e+06,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3e+06,3e+06,3e+06,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4785182,1,2,1,12,4,0,47,2,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2250000,7,1,1,1,0,1,0,48,1
4787725,1,1,1,12,2,0,49,1,1,1,6,2,4,2,0,0,0,1,2e+06,0,0,0,0,0,1,0,0,166666.666666667,0,0,266666.666666667,266666.666666667,7,1,1,1,0,1,0,10,1
4787726,1,1,1,12,6,1,56,1,1,1,6,7,1,1,0,2e+06,0,1,0,0,0,0,0,0,1,0,2e+06,0,0,0,16366666.6666667,16366666.6666667,7,1,1,1,0,1,0,48,1
4787726,1,2,1,12,6,0,53,2,1,1,6,5,1,2,0,0,0,1,0,0,0,0,6e+05,0,1,0,0,0,0,0,5416666.66666667,5416666.66666667,7,1,1,1,0,1,0,48,1
4787726,1,3,1,12,6,1,24,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,216000,1800000,1,0,0,0,0,0,4150000,4150000,7,1,1,1,0,1,0,48,1
4787727,1,1,1,12,3,1,51,1,1,3,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+06,3e+06,7,3,1,1,0,1,0,60,0
4787728,1,1,1,12,4,1,61,1,1,1,6,11,1,1,1800000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1800000,32530000,32530000,7,1,1,1,0,1,0,40,1
