"dominio","...1","directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6210","p6210s1","p6240","oficio","p6426","relab","hoursWorkUsual","p6870","p7040","p7090","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","impa","isa","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","fex_c","depto","fex_dpto","fweight","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","y_total_m","y_total_m_ha","ingtot_H"
"BOGOTA",1820,4642109,1,1,1,6,"1","1",53,"1","1","4","7","1","85",144,1,40,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,225.361621412771,11,225.361621412771,225,0,"3",2,40,"0",0,1,8e+05,4666.66650390625,20000
"BOGOTA",1821,4642110,1,1,1,6,"1","1",66,"1","1","3","2","1","45",260,4,34,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,232.606130887381,11,232.606130887381,233,0,"3",2,34,"0",1,1,6e+05,4117.64697265625,17647.0588235294
"BOGOTA",1822,4642110,1,2,1,6,"1","0",68,"2","1","4","6","1","45",120,4,38,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,4e+05,4e+05,232.606130887381,11,232.606130887381,233,0,"3",2,38,"0",1,1,4e+05,2456.14038085938,10526.3157894737
"BOGOTA",1823,4642110,1,3,1,6,"1","1",47,"3","2","4","8","1","93",240,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,232.606130887381,11,232.606130887381,233,0,NA,2,48,"0",1,1,1e+06,4861.111328125,20833.3333333333
"BOGOTA",1824,4642111,1,1,1,6,"2","1",41,"1","2","4","8","1","59",48,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1200000,0,0,0,0,0,0,1200000,1200000,247.897783554048,11,247.897783554048,248,0,NA,2,48,"0",0,1,1200000,5833.33349609375,25000
"BOGOTA",1825,4642112,1,1,1,6,"3","0",64,"1","1","5","11","6","54",7,1,5,3,2,1,"1",0,687492,0,"2",0,0,0,0,0,0,137291,0,0,687492,0,0,0,868783,868783,242.55365472579,11,242.55365472579,243,1,"1",3,5,"1",0,1,137291,6406.91357421875,173756.6
"BOGOTA",1827,4642113,1,1,1,6,"1","1",28,"1","1","5","11","1","41",24,4,72,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1200000,0,0,0,0,0,0,1200000,1200000,179.837677233717,11,179.837677233717,180,1,"3",2,72,"0",1,1,1200000,3888.88891601562,16666.6666666667
"BOGOTA",1833,4642114,1,1,1,6,"1","0",46,"1","1","4","9","1","54",36,3,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,650000,0,0,0,0,0,0,650000,750000,241.599591175338,11,241.599591175338,242,0,"3",2,40,"0",0,1,650000,3791.66674804688,18750
"BOGOTA",1834,4642114,1,2,1,6,"1","0",28,"3","1","6","2","1","39",3,4,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1437000,0,0,0,0,0,0,1437000,1437000,241.599591175338,11,241.599591175338,242,0,"1",1,48,"1",1,0,1437000,6985.41650390625,29937.5
"BOGOTA",1835,4642115,1,1,1,6,"5","0",39,"1","1","6","7","1","11",4,1,72,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,3110000,0,0,0,0,0,0,3110000,3110000,207.006892827995,11,207.006892827995,207,0,"1",1,72,"1",0,0,3110000,10078.7041015625,43194.4444444444
"BOGOTA",1836,4642115,1,2,1,6,"5","1",33,"5","1","6","5","1","39",24,1,40,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,2800000,0,0,0,0,0,0,2800000,2800000,207.006892827995,11,207.006892827995,207,0,"1",1,40,"1",0,0,2800000,16333.3330078125,70000
"BOGOTA",1837,4642115,1,3,1,6,"5","0",32,"5","1","6","5","4","77",24,4,10,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,70000,0,0,0,0,0,0,70000,70000,207.006892827995,11,207.006892827995,207,0,"1",2,10,"0",1,1,70000,1633.33337402344,7000
"BOGOTA",1839,4642116,1,1,1,6,"2","1",32,"1","2","6","4","1","79",7,1,60,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,210.203536933884,11,210.203536933884,210,0,NA,2,60,"0",0,0,8e+05,3111.11108398438,13333.3333333333
"BOGOTA",1841,4642116,1,4,1,6,"2","0",30,"9","1","6","5","1","11",8,4,48,5,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,210.203536933884,11,210.203536933884,210,0,"1",1,48,"1",1,0,1617550.51747335,8541.87432821602,31250
"BOGOTA",1843,4642117,1,1,1,6,"1","1",28,"1","1","6","2","1","39",16,1,40,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,2508333.33333333,0,0,0,0,0,0,2508333.33333333,2508333.33333333,214.699105603549,11,214.699105603549,215,0,"1",1,40,"1",0,0,2158333.25,12590.27734375,62708.3333333333
"BOGOTA",1844,4642117,1,2,1,6,"1","1",26,"2","1","6","4","6","53",12,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1688211,0,0,0,0,0,0,1688211,1688211,214.699105603549,11,214.699105603549,215,0,"1",1,48,"1",0,0,1688211,8206.5810546875,35171.0625
"BOGOTA",1846,4642118,1,1,1,6,"3","0",26,"1","1","5","11","1","97",5,1,48,5,2,2,"1",0,0,170000,"1",2500000,0,0,0,0,0,928619.666666667,0,0,0,378333.333333333,0,0,1306953,1306953,250.776955467726,11,250.776955467726,251,1,"1",1,48,"1",0,0,928619.6875,4514.12353515625,27228.1875
"BOGOTA",1847,4642119,1,1,1,6,"4","1",39,"1","1","6","6","1","8",7,1,45,9,2,1,"2",0,0,0,"1",0,0,0,0,5e+05,0,4766666.66666667,0,0,0,0,0,0,4766666.66666667,4766666.66666667,215.010350629517,11,215.010350629517,215,0,"1",1,45,"1",0,0,4766666.5,24716.048828125,105925.925925926
"BOGOTA",1848,4642119,1,2,1,6,"4","0",45,"2","1","6","11","1","13",30,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,120000,0,4021544.33333333,0,0,0,0,0,0,4021544.33333333,4021544.33333333,215.010350629517,11,215.010350629517,215,0,"1",1,48,"1",0,1,4021544.25,19549.173828125,83782.1736111111
"BOGOTA",1850,4642120,1,1,1,6,"5","1",64,"1","1","6","7","1","2",240,4,60,1,2,2,"1",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e+07,234.091282404215,11,234.091282404215,234,0,"1",3,60,"1",1,1,1617550.51747335,8541.87432821602,316666.666666667
"BOGOTA",1851,4642120,1,2,1,6,"5","0",60,"2","1","6","5","1","6",360,1,40,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166667,234.091282404215,11,234.091282404215,234,0,"1",1,40,"1",0,0,1617550.51747335,8541.87432821602,54166.675
"BOGOTA",1852,4642120,1,3,1,6,"5","0",25,"3","1","6","5","6","16",12,4,20,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,234.091282404215,11,234.091282404215,234,0,"1",2,20,"0",1,1,1617550.51747335,8541.87432821602,50000
"BOGOTA",1858,4642123,1,3,1,6,"4","0",48,"3","1","6","6","1","11",168,1,40,2,2,2,"2",0,0,0,"1",0,0,0,0,2e+05,0,2666666.66666667,0,0,0,0,0,0,2666666.66666667,2666666.66666667,234.091282404215,11,234.091282404215,234,0,"1",1,40,"1",0,1,2666666.75,15555.5556640625,66666.6666666667
"BOGOTA",1859,4642124,1,1,1,6,"4","0",63,"1","1","6","12","1","13",4,4,40,9,1,2,"2",0,0,0,"2",0,0,0,0,0,0,2600000,1500000,0,0,0,0,0,4100000,4100000,253.216170535012,11,253.216170535012,253,0,"1",1,55,"1",1,0,2600000,11030.302734375,74545.4545454545
"BOGOTA",1861,4642125,1,1,1,6,"2","1",29,"1","1","6","8","1","2",1,1,45,6,1,2,"2",0,0,0,"2",0,0,0,0,0,0,888900,0,0,0,0,0,0,888900,888900,279.449414597125,11,279.449414597125,279,0,"1",1,65,"1",0,0,888900,3190.92309570312,13675.3846153846
"BOGOTA",1862,4642125,1,2,1,6,"2","0",28,"2","1","6","3","1","45",1,4,42,2,2,1,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,279.449414597125,11,279.449414597125,279,0,"1",2,42,"0",1,1,5e+05,2777.77783203125,11904.7619047619
"BOGOTA",1863,4642125,1,4,1,6,"2","1",28,"9","1","6","3","1","3",1,1,48,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,878800,0,0,0,0,0,0,878800,878800,279.449414597125,11,279.449414597125,279,0,"1",1,48,"1",0,0,878800,4271.9443359375,18308.3333333333
"BOGOTA",1864,4642126,1,1,1,6,"3","1",25,"1","1","5","11","1","58",36,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1305711,0,0,0,0,0,0,1305711,1305711,224.781646364314,11,224.781646364314,225,1,"1",1,48,"1",0,0,1305711,6347.2060546875,27202.3125
"BOGOTA",1868,4642128,1,1,1,6,"1","1",36,"1","1","6","2","1","97",18,1,48,7,2,2,"2",0,0,0,"1",0,0,0,0,0,0,919461,0,0,0,0,0,0,969461,969461,263.533531679378,11,263.533531679378,264,0,"1",1,48,"1",0,0,919461,4469.60205078125,20197.1041666667
"BOGOTA",1869,4642128,1,2,1,6,"1","0",35,"2","1","6","2","1","36",3,4,36,9,2,2,"2",0,0,0,"1",0,0,0,0,0,7e+05,1020000,0,0,0,0,0,0,1020000,1020000,263.533531679378,11,263.533531679378,264,0,"1",1,36,"1",1,0,1020000,6611.111328125,28333.3333333333
"BOGOTA",1871,4642129,1,1,1,6,"1","1",63,"1","1","4","9","1","84",480,4,48,1,2,2,"1",6e+05,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,6e+05,2600000,2600000,258.021464942336,11,258.021464942336,258,0,"3",2,48,"0",1,1,2e+06,9722.22265625,54166.6666666667
"BOGOTA",1872,4642129,1,2,1,6,"1","0",63,"2","1","3","5","1","97",168,1,48,5,2,2,"2",0,0,0,"2",0,0,0,0,0,0,833333.333333333,0,0,0,0,0,0,833333.333333333,833333.333333333,258.021464942336,11,258.021464942336,258,0,"1",1,48,"1",0,0,833333.3125,4050.92578125,17361.1111111111
"BOGOTA",1873,4642129,1,3,1,6,"1","0",29,"3","1","6","2","1","53",2,1,30,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,4e+05,4e+05,258.021464942336,11,258.021464942336,258,0,"3",2,30,"0",0,1,4e+05,3111.11108398438,13333.3333333333
"BOGOTA",1876,4642130,1,1,1,6,"3","1",49,"1","1","4","9","1","95",5,1,48,8,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1880000,0,0,0,0,0,0,1880000,1880000,240.114439658504,11,240.114439658504,240,0,"1",1,48,"1",0,0,1880000,9138.888671875,39166.6666666667
"BOGOTA",1877,4642130,1,2,1,6,"3","0",38,"2","1","4","8","1","54",30,3,45,1,2,2,"2",0,0,0,"1",0,0,0,0,96000,0,1105500,0,0,0,0,0,0,1105500,1105500,240.114439658504,11,240.114439658504,240,0,"1",1,45,"1",0,1,1105500,5732.22216796875,24566.6666666667
"BOGOTA",1878,4642131,1,1,1,6,"3","0",53,"1","1","4","8","6","54",6,3,36,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,544000,544000,226.846772929605,11,226.846772929605,227,0,"3",1,36,"0",0,1,4e+05,2592.59252929688,15111.1111111111
"BOGOTA",1882,4642133,1,1,1,6,"1","1",57,"1","1","3","3","1","98",30,4,60,1,2,1,"2",0,0,0,"1",0,0,0,0,0,0,420000,0,0,0,0,0,0,420000,620000,295.219314209356,11,295.219314209356,295,0,"3",2,60,"0",1,1,420000,1633.33337402344,10333.3333333333
"BOGOTA",1884,4642133,1,3,1,6,"1","1",36,"3","2","4","8","1","98",3,4,40,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,450000,0,0,0,0,0,0,450000,450000,295.219314209356,11,295.219314209356,295,0,NA,2,40,"0",1,1,450000,2625,11250
"BOGOTA",1887,4642134,1,2,1,6,"3","0",42,"2","1","6","5","1","45",3,1,48,5,2,2,"2",0,0,0,"1",0,0,0,0,2400000,2500000,1979544.33333333,0,0,0,0,0,0,1979544.33333333,1979544.33333333,263.533531679378,11,263.533531679378,264,0,"1",1,48,"1",0,0,1979544.375,9622.78515625,41240.5069444444
"BOGOTA",1891,4642135,1,1,1,6,"3","0",33,"1","1","6","5","1","6",8,4,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1978000,0,0,0,0,0,0,1978000,1978000,250.776955467726,11,250.776955467726,251,0,"1",1,48,"1",1,0,1978000,9615.27734375,41208.3333333333
"BOGOTA",1893,4642136,1,2,1,6,"5","0",40,"2","1","6","8","1","21",204,1,40,9,2,2,"1",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506961,257.306472971523,11,257.306472971523,257,0,"1",1,40,"1",0,0,1617550.51747335,8541.87432821602,87674.025
"BOGOTA",1896,4642137,1,1,1,6,"4","1",54,"1","1","6","7","1","21",132,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933333,215.010350629517,11,215.010350629517,215,0,"1",1,48,"1",0,0,1617550.51747335,8541.87432821602,40277.7708333333
"BOGOTA",1902,4642140,1,1,1,6,"2","1",25,"1","1","5","11","1","58",6,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,3e+05,1271000,0,0,0,0,0,0,1271000,1271000,247.897783554048,11,247.897783554048,248,1,"1",1,48,"1",0,0,1271000,6178.47216796875,26479.1666666667
"BOGOTA",1905,4642142,1,1,1,6,"3","0",46,"1","1","6","2","1","39",14,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,1e+05,0,998119.666666667,0,0,0,0,0,0,998119.666666667,998119.666666667,226.846772929605,11,226.846772929605,227,0,"1",1,48,"1",0,0,998119.6875,4851.970703125,20794.1597222222
"BOGOTA",1910,4642144,1,1,1,6,"3","1",23,"1","1","6","2","3","17",60,4,60,4,2,1,"2",0,0,0,"2",0,0,0,0,0,0,750000,0,0,0,0,0,0,750000,750000,274.1960474886,11,274.1960474886,274,0,"1",2,60,"0",1,0,750000,2916.66674804688,12500
"BOGOTA",1911,4642144,1,2,1,6,"3","0",25,"2","1","5","11","1","75",12,1,50,7,2,2,"2",0,0,0,"1",0,0,0,0,0,1400000,960929.416666667,0,0,0,0,0,0,960929.416666667,960929.416666667,274.1960474886,11,274.1960474886,274,1,"1",1,50,"1",0,0,960929.4375,4484.33740234375,19218.5883333333
"BOGOTA",1912,4642145,1,1,1,6,"3","1",47,"1","1","5","11","1","84",60,1,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,781242,0,0,0,0,0,0,781242,781242,262.359625188512,11,262.359625188512,262,1,"2",2,60,"0",0,1,781242,3038.16333007812,13020.7
"BOGOTA",1913,4642145,1,2,1,6,"3","0",45,"2","1","5","11","1","58",298,2,72,9,2,2,"1",5e+05,0,0,"1",0,0,0,0,0,0,1498666.66666667,0,0,0,0,0,5e+05,1998666.66666667,1998666.66666667,262.359625188512,11,262.359625188512,262,1,"2",1,72,"1",0,0,1498666.625,4856.7900390625,27759.2592592593
"BOGOTA",1920,4642147,1,1,1,6,"1","1",41,"1","1","5","11","1","95",24,5,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1400000,0,0,0,0,0,0,1400000,1400000,240.197280583667,11,240.197280583667,240,1,"1",2,48,"0",0,1,1400000,6805.5556640625,29166.6666666667
"BOGOTA",1921,4642147,1,2,1,6,"1","0",36,"2","1","6","2","1","13",60,1,48,6,2,2,"1",0,0,4e+05,"1",0,0,0,0,0,0,1762711,0,0,0,4e+05,0,0,2162711,2162711,240.197280583667,11,240.197280583667,240,0,"1",1,48,"1",0,0,1762711,8568.734375,45056.4791666667
"BOGOTA",1925,4642150,1,1,1,6,"3","0",48,"1","2","3","5","1","79",48,4,72,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,225.672866438739,11,225.672866438739,226,0,NA,2,72,"0",1,1,1e+06,3240.74072265625,13888.8888888889
"BOGOTA",1926,4642150,1,2,1,6,"3","1",18,"3","2","6","2","6","17",11,5,4,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,350000,0,0,0,0,0,0,350000,350000,225.672866438739,11,225.672866438739,226,0,NA,2,4,"0",0,1,350000,20416.666015625,87500
"BOGOTA",1927,4642151,1,1,1,6,"1","0",47,"1","1","5","11","1","42",120,1,40,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1151666.66666667,0,0,0,0,0,0,1151666.66666667,1151666.66666667,216.495502146351,11,216.495502146351,216,1,"1",1,40,"1",0,0,1151666.625,6718.05517578125,28791.6666666668
"BOGOTA",1928,4642151,1,2,1,6,"1","0",26,"3","1","5","11","1","44",1,1,40,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,888000,0,0,0,0,0,0,888000,888000,216.495502146351,11,216.495502146351,216,1,"1",1,40,"1",0,0,888000,5180,22200
"BOGOTA",1929,4642151,1,3,1,6,"1","1",22,"3","1","5","11","1","95",3,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,9e+05,0,0,0,0,0,0,9e+05,9e+05,216.495502146351,11,216.495502146351,216,1,"1",2,48,"0",0,1,9e+05,4375,18750
"BOGOTA",1932,4642152,1,2,1,6,"3","0",32,"3","1","6","2","1","39",12,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,930453,0,0,0,0,0,0,930453,930453,188.787181165577,11,188.787181165577,189,0,"1",1,48,"1",0,1,930453,4523.03564453125,19384.4375
"BOGOTA",1933,4642152,1,4,1,6,"3","0",28,"3","1","6","6","1","39",7,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,188.787181165577,11,188.787181165577,189,0,"1",1,48,"1",0,1,869453,4226.5078125,18113.6041666667
"BOGOTA",1935,4642152,1,6,1,6,"3","0",23,"3","1","5","11","1","45",5,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,0,3e+05,9e+05,0,0,0,0,0,0,9e+05,9e+05,188.787181165577,11,188.787181165577,189,1,"1",1,48,"1",0,0,9e+05,4375,18750
"BOGOTA",1936,4642152,1,7,1,6,"3","0",52,"9","2","3","5","1","55",9,4,30,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,420000,0,0,0,0,0,0,420000,420000,188.787181165577,11,188.787181165577,189,0,NA,2,30,"0",1,1,420000,3266.66674804688,14000
"BOGOTA",1937,4642153,1,1,1,6,"3","0",21,"1","1","6","3","1","16",6,1,48,5,2,1,"2",0,0,0,"2",0,0,0,0,0,0,909453,0,0,0,0,0,0,909453,909453,211.513979635415,11,211.513979635415,212,0,"1",1,48,"1",0,0,909453,4420.9521484375,18946.9375
"BOGOTA",1938,4642154,1,1,1,6,"1","1",33,"1","1","5","11","1","37",2,1,30,7,2,1,"2",0,0,0,"2",0,0,0,0,0,0,7e+05,0,0,0,0,0,0,7e+05,1e+06,205.521741311161,11,205.521741311161,206,1,"3",2,30,"0",0,0,7e+05,5444.4443359375,33333.3333333333
"BOGOTA",1940,4642154,1,3,1,6,"1","1",35,"5","1","5","11","1","45",8,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1250000,0,0,0,0,0,0,1250000,1250000,205.521741311161,11,205.521741311161,206,1,"1",1,48,"1",0,1,1250000,6076.388671875,26041.6666666667
"BOGOTA",1941,4642155,1,1,1,6,"1","1",26,"1","1","3","3","1","77",5,1,66,8,2,2,"2",0,0,0,"1",0,0,0,0,0,1100000,888211,0,0,0,0,0,0,888211,888211,225.361621412771,11,225.361621412771,225,0,"1",1,66,"1",0,0,888211,3140.13989257812,13457.7424242424
"BOGOTA",1942,4642156,1,1,1,6,"1","1",34,"1","1","4","9","1","99",4,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,903211,0,0,0,0,0,0,903211,903211,225.361621412771,11,225.361621412771,225,0,"1",1,48,"1",0,0,903211,4390.60888671875,18816.8958333333
"BOGOTA",1945,4642158,1,2,1,6,"1","0",63,"2","1","3","2","1","45",120,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,242.55365472579,11,242.55365472579,243,0,"3",2,48,"0",1,1,8e+05,3888.88891601562,16666.6666666667
"BOGOTA",1950,4642159,1,3,1,6,"3","0",35,"3","1","6","7","1","39",36,4,48,9,2,2,"1",0,0,330000,"2",0,0,0,0,0,0,2e+06,0,0,0,330000,0,0,2330000,2330000,270.997884094403,11,270.997884094403,271,0,"1",1,48,"1",1,0,2e+06,9722.22265625,48541.6666666667
"BOGOTA",1951,4642159,1,5,1,6,"3","0",33,"3","1","6","7","1","7",36,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308333,270.997884094403,11,270.997884094403,271,0,"1",1,48,"1",0,0,1617550.51747335,8541.87432821602,48090.2708333333
"BOGOTA",1960,4642161,1,2,1,6,"3","1",52,"2","1","3","3","1","45",72,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,239.61730553521,11,239.61730553521,240,0,"1",2,48,"0",0,1,8e+05,3888.88891601562,16666.6666666667
"BOGOTA",1961,4642161,1,3,1,6,"3","0",21,"3","1","6","2","1","59",3,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,888211,0,0,0,0,0,0,888211,888211,239.61730553521,11,239.61730553521,240,0,"1",1,48,"1",0,0,888211,4317.6923828125,18504.3958333333
"BOGOTA",1962,4642161,1,4,1,6,"3","0",19,"3","1","6","2","1","3",6,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,918211,0,0,0,0,0,0,918211,918211,239.61730553521,11,239.61730553521,240,0,"1",1,48,"1",0,0,918211,4463.52587890625,19129.3958333333
"BOGOTA",1963,4642162,1,1,1,6,"3","1",24,"1","1","5","10","1","84",60,1,48,7,2,2,"2",0,0,0,"1",0,0,0,0,74000,0,1178687.41666667,0,0,0,0,0,0,1178687.41666667,1178687.41666667,234.27025568267,11,234.27025568267,234,1,"1",1,48,"1",0,0,1178687.375,5729.73046875,24555.9878472223
"BOGOTA",1964,4642162,1,2,1,6,"3","0",23,"2","1","5","11","1","39",12,1,40,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1441666.66666667,0,0,0,0,0,0,1441666.66666667,1441666.66666667,234.27025568267,11,234.27025568267,234,1,"1",2,40,"0",0,0,1441666.625,8409.7216796875,36041.6666666668
"BOGOTA",1968,4642163,1,1,1,6,"1","1",33,"1","1","5","11","1","58",190,2,60,9,1,2,"2",0,0,0,"2",0,0,0,0,0,0,2666666.66666667,19506.9999384577,0,0,0,0,0,2666666.66666667,2666666.66666667,264.044622196625,11,264.044622196625,264,1,"2",1,63,"1",0,0,2666666.75,9876.5439453125,42328.0423280424
"BOGOTA",1969,4642163,1,2,1,6,"1","0",42,"2","1","5","11","4","53",36,4,15,2,1,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,2e+05,0,0,0,0,0,6e+05,6e+05,264.044622196625,11,264.044622196625,264,1,"2",2,20,"0",1,1,4e+05,4666.66650390625,30000
"BOGOTA",1970,4642164,1,1,1,6,"3","1",21,"1","1","5","11","1","58",9,1,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1109666.66666667,0,0,0,0,0,0,1109666.66666667,1109666.66666667,298.126230026721,11,298.126230026721,298,1,"1",1,60,"1",0,1,1109666.625,4315.3701171875,18494.4444444445
"BOGOTA",1971,4642164,1,2,1,6,"3","0",25,"2","1","5","11","6","33",24,1,56,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,934666.666666667,0,0,0,0,0,0,1158666.66666667,1158666.66666667,298.126230026721,11,298.126230026721,298,1,"1",1,56,"1",0,0,934666.6875,3894.44458007812,20690.4761904762
"BOGOTA",1974,4642165,1,1,1,6,"1","1",25,"1","1","6","3","1","53",4,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,208211,0,0,0,0,0,0,458211,458211,200.851463826193,11,200.851463826193,201,0,"1",1,48,"1",0,0,208211,1012.13677978516,9546.0625
"BOGOTA",1976,4642167,1,1,1,6,"3","0",35,"1","1","6","3","1","59",139,1,48,2,2,2,"2",0,0,0,"1",0,0,0,0,0,1e+06,1345333.33333333,0,0,0,0,0,0,1345333.33333333,1345333.33333333,201.162708852161,11,201.162708852161,201,0,"1",1,48,"1",0,1,1345333.375,6539.81494140625,28027.7777777777
"BOGOTA",1979,4642168,1,1,1,6,"3","1",33,"1","1","5","11","1","37",12,4,48,7,1,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,150000,0,0,0,0,0,950000,950000,216.184257120383,11,216.184257120383,216,1,"1",2,48,"0",1,0,8e+05,3888.88891601562,19791.6666666667
"BOGOTA",1980,4642168,1,2,1,6,"3","0",26,"2","1","6","4","1","38",0,1,40,7,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,216.184257120383,11,216.184257120383,216,0,"1",2,40,"0",0,0,8e+05,4666.66650390625,20000
"BOGOTA",1981,4642169,1,2,1,6,"1","1",39,"2","1","4","9","1","95",5,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,360000,1088211,0,0,0,0,0,0,1088211,1088211,229.451923849282,11,229.451923849282,229,0,"1",1,48,"1",0,0,1088211,5289.91455078125,22671.0625
"BOGOTA",1982,4642169,1,3,1,6,"1","1",26,"3","1","5","11","1","39",38,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,420000,6e+05,1190711,0,0,0,0,0,0,1190711,1190711,229.451923849282,11,229.451923849282,229,1,"1",1,48,"1",0,0,1190711,5788.1787109375,24806.4791666667
"BOGOTA",1985,4642170,1,1,1,6,"3","1",38,"1","1","6","5","1","21",180,1,48,8,2,2,"1",6e+05,0,0,"1",0,0,0,0,2e+06,0,3233333.33333333,0,0,0,0,0,6e+05,3833333.33333333,3833333.33333333,240.114439658504,11,240.114439658504,240,0,"1",1,48,"1",0,0,3233333.25,15717.591796875,79861.1111111111
"BOGOTA",1986,4642170,1,2,1,6,"3","0",38,"2","1","6","5","1","11",48,2,40,9,2,2,"2",0,0,0,"1",0,0,0,0,5e+05,0,5641666.66666667,0,0,0,0,0,0,5641666.66666667,5641666.66666667,240.114439658504,11,240.114439658504,240,0,"1",1,40,"1",0,0,5641666.5,32909.72265625,141041.666666667
"BOGOTA",1988,4642171,1,1,1,6,"3","1",56,"1","1","4","6","1","98",60,1,48,8,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1580000,0,0,0,0,0,0,1580000,1640333,226.076613383584,11,226.076613383584,226,0,"1",1,48,"1",0,0,1360000,6611.111328125,34173.6041666667
"BOGOTA",1991,4642172,1,3,1,6,"3","0",32,"3","1","6","6","1","21",4,4,56,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,234.091282404215,11,234.091282404215,234,0,"1",1,56,"1",1,0,1617550.51747335,8541.87432821602,17857.1428571429
